0,5
1,244
2,235
3,185
4,203
5,140
6,171
7,53
8,208
9,130
10,136
11,205
12,235
13,237
14,223
15,146
16,129
17,226
18,172
19,60
20,130
21,167
22,143
23,214
24,0
25,100
26,182
27,154
28,134
29,224
30,225
31,168
32,175
33,164
34,107
35,34
36,237
37,181
38,227
39,245
40,152
41,232
42,175
43,24
44,127
45,240
46,222
47,208
48,139
49,105
50,184
51,154
52,242
53,242
54,216
55,149
56,206
57,158
58,167
59,154
60,62
61,179
62,152
63,212
64,207
65,70
66,214
67,133
68,129
69,143
70,116
71,190
72,210
73,213
74,135
75,140
76,129
77,167
78,181
79,200
80,216
81,136
82,199
83,192
84,201
85,104
86,190
87,248
88,217
89,207
90,139
91,147
92,89
93,237
94,168
95,205
96,95
97,140
98,211
99,230
100,198
101,239
102,208
103,232
104,71
105,159
106,191
107,194
108,164
109,100
110,227
111,208
112,217
113,25
114,216
115,192
116,99
117,146
118,220
119,214
120,199
121,0
122,196
123,222
124,187
125,159
126,168
127,210
128,182
129,91
130,166
131,185
132,212
133,57
134,194
135,116
136,147
137,221
138,200
139,212
140,145
141,215
142,93
143,189
144,204
145,178
146,198
147,212
148,94
149,213
150,129
151,147
152,172
153,162
154,141
155,232
156,246
157,33
158,221
159,199
160,202
161,164
162,112
163,154
164,222
165,228
166,196
167,217
168,180
169,230
170,212
171,162
172,146
173,239
174,131
175,160
176,189
177,97
178,146
179,202
180,146
181,175
182,108
183,16
184,175
185,179
186,172
187,213
188,75
189,179
190,61
191,239
192,178
193,161
194,144
195,206
196,172
197,226
198,240
199,169
200,158
201,224
202,229
203,184
204,182
205,202
206,216
207,182
208,217
209,225
210,155
211,214
212,220
213,213
214,202
215,212
216,213
217,109
218,184
219,211
220,210
221,187
222,245
223,184
224,198
225,223
226,175
227,244
228,216
229,212
230,101
231,206
232,130
233,139
234,130
235,100
236,193
237,104
238,159
239,235
240,114
241,145
242,240
243,208
244,178
245,225
246,203
247,58
248,221
249,154
250,146
251,174
252,191
253,144
254,186
255,170
256,222
257,162
258,204
259,238
260,238
261,140
262,173
263,203
264,154
265,175
266,106
267,189
268,176
269,209
270,240
271,87
272,125
273,165
274,78
275,218
276,158
277,178
278,153
279,148
280,104
281,224
282,109
283,169
284,188
285,77
286,118
287,177
288,208
289,181
290,217
291,234
292,232
293,200
294,177
295,237
296,161
297,191
298,202
299,222
300,187
301,155
302,218
303,178
304,199
305,234
306,239
307,166
308,210
309,183
310,223
311,147
312,188
313,128
314,152
315,139
316,182
317,226
318,171
319,23
320,152
321,101
322,219
323,229
324,231
325,179
326,213
327,238
328,229
329,132
330,137
331,201
332,246
333,215
334,233
335,193
336,133
337,210
338,160
339,197
340,245
341,139
342,52
343,158
344,141
345,148
346,180
347,156
348,248
349,118
350,249
351,200
352,131
353,95
354,218
355,200
356,211
357,157
358,211
359,193
360,142
361,149
362,191
363,158
364,147
365,206
366,83
367,204
368,231
369,191
370,224
371,198
372,232
373,130
374,137
375,153
376,191
377,151
378,171
379,198
380,129
381,167
382,25
383,156
384,225
385,135
386,134
387,236
388,123
389,240
390,176
391,185
392,226
393,106
394,149
395,241
396,229
397,219
398,237
399,115
400,187
401,149
402,245
403,245
404,193
405,124
406,76
407,174
408,205
409,233
410,241
411,236
412,219
413,150
414,105
415,211
416,239
417,250
418,172
419,179
420,157
421,61
422,163
423,136
424,223
425,229
426,103
427,231
428,201
429,137
430,241
431,235
432,88
433,204
434,192
435,121
436,169
437,205
438,214
439,199
440,138
441,223
442,160
443,85
444,197
445,97
446,195
447,190
448,226
449,219
450,221
451,176
452,246
453,143
454,228
455,159
456,218
457,231
458,214
459,198
460,239
461,112
462,180
463,229
464,245
465,145
466,101
467,187
468,209
469,247
470,167
471,238
472,149
473,119
474,197
475,157
476,243
477,187
478,172
479,245
480,197
481,178
482,205
483,220
484,87
485,229
486,106
487,234
488,250
489,112
490,225
491,242
492,154
493,222
494,128
495,252
496,228
497,233
498,177
499,162
500,220
501,240
502,238
503,241
504,190
505,201
506,217
507,185
508,215
509,204
510,136
511,223
512,218
513,146
514,182
515,246
516,228
517,151
518,238
519,222
520,226
521,152
522,136
523,226
524,181
525,236
526,182
527,159
528,221
529,207
530,217
531,223
532,131
533,221
534,219
535,199
536,226
537,128
538,243
539,213
540,210
541,178
542,144
543,213
544,230
545,197
546,151
547,237
548,215
549,182
550,124
551,193
552,167
553,168
554,248
555,202
556,180
557,211
558,141
559,236
560,219
561,248
562,123
563,230
564,149
565,211
566,119
567,229
568,226
569,183
570,218
571,225
572,211
573,199
574,242
575,162
576,220
577,238
578,211
579,243
580,206
581,246
582,206
583,181
584,202
585,149
586,181
587,194
588,194
589,235
590,222
591,179
592,201
593,148
594,144
595,161
596,212
597,235
598,148
599,142
600,145
601,243
602,104
603,104
604,155
605,236
606,153
607,172
608,191
609,135
610,154
611,202
612,194
613,64
614,231
615,133
616,33
617,181
618,237
619,214
620,75
621,186
622,234
623,172
624,159
625,218
626,182
627,224
628,232
629,139
630,224
631,229
632,126
633,151
634,216
635,219
636,240
637,173
638,170
639,137
640,205
641,178
642,243
643,194
644,215
645,170
646,241
647,197
648,215
649,73
650,122
651,229
652,206
653,229
654,195
655,206
656,160
657,217
658,196
659,225
660,139
661,224
662,200
663,185
664,203
665,200
666,235
667,219
668,141
669,216
670,140
671,149
672,190
673,182
674,242
675,211
676,203
677,169
678,148
679,129
680,226
681,162
682,169
683,212
684,231
685,213
686,144
687,234
688,224
689,204
690,111
691,208
692,95
693,250
694,239
695,196
696,135
697,199
698,137
699,157
700,148
701,238
702,241
703,244
704,135
705,211
706,85
707,192
708,159
709,246
710,177
711,232
712,157
713,234
714,178
715,147
716,161
717,249
718,191
719,91
720,210
721,198
722,172
723,74
724,190
725,94
726,204
727,18
728,127
729,218
730,214
731,128
732,180
733,189
734,240
735,182
736,220
737,187
738,195
739,67
740,191
741,227
742,102
743,243
744,222
745,105
746,207
747,131
748,170
749,200
750,85
751,205
752,208
753,195
754,203
755,219
756,204
757,218
758,243
759,131
760,170
761,252
762,246
763,227
764,229
765,224
766,239
767,160
768,220
769,199
770,239
771,107
772,222
773,200
774,154
775,243
776,197
777,236
778,208
779,244
780,176
781,218
782,110
783,205
784,110
785,211
786,54
787,150
788,120
789,230
790,170
791,110
792,112
793,205
794,234
795,125
796,112
797,243
798,91
799,129
800,232
801,171
802,200
803,250
804,244
805,155
806,134
807,204
808,214
809,177
810,208
811,212
812,175
813,159
814,205
815,188
816,121
817,132
818,237
819,199
820,175
821,180
822,231
823,198
824,198
825,184
826,230
827,176
828,246
829,211
830,205
831,212
832,134
833,229
834,168
835,183
836,194
837,138
838,248
839,229
840,96
841,96
842,186
843,214
844,168
845,112
846,116
847,242
848,200
849,219
850,211
851,0
852,125
853,168
854,198
855,130
856,207
857,245
858,158
859,223
860,217
861,143
862,208
863,173
864,148
865,228
866,227
867,243
868,244
869,243
870,183
871,228
872,217
873,201
874,161
875,224
876,187
877,178
878,204
879,184
880,181
881,187
882,200
883,176
884,195
885,143
886,229
887,245
888,162
889,242
890,207
891,72
892,96
893,215
894,163
895,163
896,176
897,74
898,188
899,214
900,194
901,145
902,212
903,174
904,228
905,168
906,213
907,164
908,157
909,191
910,106
911,227
912,127
913,214
914,148
915,240
916,207
917,168
918,183
919,48
920,212
921,173
922,135
923,180
924,210
925,191
926,112
927,206
928,153
929,205
930,144
931,114
932,173
933,220
934,190
935,178
936,198
937,232
938,195
939,127
940,183
941,218
942,174
943,173
944,208
945,160
946,183
947,157
948,208
949,173
950,119
951,159
952,216
953,235
954,197
955,246
956,204
957,214
958,179
959,143
960,210
961,239
962,0
963,215
964,189
965,139
966,109
967,201
968,134
969,224
970,224
971,162
972,193
973,86
974,197
975,116
976,202
977,125
978,219
979,242
980,212
981,224
982,102
983,189
984,152
985,240
986,198
987,235
988,239
989,150
990,243
991,148
992,179
993,227
994,223
995,215
996,173
997,238
998,167
999,222
1000,220
1001,136
1002,179
1003,244
1004,220
1005,234
1006,165
1007,223
1008,208
1009,187
1010,232
1011,206
1012,187
1013,204
1014,206
1015,226
1016,174
1017,207
1018,219
1019,246
1020,226
1021,247
1022,123
1023,163
1024,169
1025,223
1026,213
1027,72
1028,202
1029,196
1030,238
1031,164
1032,127
1033,181
1034,201
1035,209
1036,236
1037,182
1038,223
1039,185
1040,193
1041,127
1042,192
1043,167
1044,154
1045,218
1046,187
1047,154
1048,236
1049,150
1050,166
1051,213
1052,212
1053,188
1054,113
1055,156
1056,239
1057,209
1058,154
1059,212
1060,229
1061,198
1062,201
1063,209
1064,225
1065,208
1066,190
1067,232
1068,244
1069,212
1070,232
1071,184
1072,143
1073,224
1074,242
1075,168
1076,217
1077,205
1078,145
1079,187
1080,225
1081,156
1082,157
1083,130
1084,214
1085,221
1086,219
1087,100
1088,197
1089,150
1090,229
1091,179
1092,227
1093,178
1094,219
1095,232
1096,132
1097,215
1098,213
1099,226
1100,208
1101,227
1102,236
1103,223
1104,150
1105,219
1106,213
1107,142
1108,230
1109,215
1110,194
1111,144
1112,179
1113,215
1114,228
1115,177
1116,224
1117,170
1118,186
1119,156
1120,230
1121,216
1122,165
1123,144
1124,171
1125,170
1126,247
1127,228
1128,191
1129,221
1130,169
1131,240
1132,162
1133,238
1134,169
1135,206
